image,actual,predicted,is_correct
6 (13).jpg,No Impairment,Moderate Impairment,False
6 (16).jpg,No Impairment,No Impairment,True
6 (17).jpg,No Impairment,Moderate Impairment,False
6 (25).jpg,No Impairment,Mild Impairment,False
6 (40).jpg,No Impairment,Very Mild Impairment,False
6 (43).jpg,No Impairment,Moderate Impairment,False
6 (45).jpg,No Impairment,Moderate Impairment,False
6 (61).jpg,No Impairment,Very Mild Impairment,False
6 (66).jpg,No Impairment,Mild Impairment,False
6 (7).jpg,No Impairment,Mild Impairment,False
6 (78).jpg,No Impairment,No Impairment,True
6 (80).jpg,No Impairment,No Impairment,True
6 (81).jpg,No Impairment,Very Mild Impairment,False
6 (82).jpg,No Impairment,Mild Impairment,False
6 (92).jpg,No Impairment,No Impairment,True
7 (17).jpg,No Impairment,Moderate Impairment,False
7 (30).jpg,No Impairment,Moderate Impairment,False
7 (34).jpg,No Impairment,Moderate Impairment,False
7 (40).jpg,No Impairment,No Impairment,True
7 (46).jpg,No Impairment,Moderate Impairment,False
7 (54).jpg,No Impairment,Very Mild Impairment,False
7 (64).jpg,No Impairment,Mild Impairment,False
7 (72).jpg,No Impairment,Very Mild Impairment,False
7 (74).jpg,No Impairment,No Impairment,True
7 (77).jpg,No Impairment,No Impairment,True
7 (89).jpg,No Impairment,Moderate Impairment,False
7 (95).jpg,No Impairment,Mild Impairment,False
8 (12).jpg,No Impairment,No Impairment,True
8 (18).jpg,No Impairment,Mild Impairment,False
8 (23).jpg,No Impairment,Very Mild Impairment,False
8 (26).jpg,No Impairment,Mild Impairment,False
8 (30).jpg,No Impairment,Very Mild Impairment,False
8 (41).jpg,No Impairment,No Impairment,True
8 (45).jpg,No Impairment,Moderate Impairment,False
8 (47).jpg,No Impairment,Very Mild Impairment,False
8 (59).jpg,No Impairment,No Impairment,True
8 (78).jpg,No Impairment,No Impairment,True
8 (80).jpg,No Impairment,No Impairment,True
8 (84).jpg,No Impairment,Moderate Impairment,False
8 (88).jpg,No Impairment,Moderate Impairment,False
8 (9).jpg,No Impairment,Mild Impairment,False
9 (11).jpg,No Impairment,No Impairment,True
9 (16).jpg,No Impairment,Mild Impairment,False
9 (17).jpg,No Impairment,Moderate Impairment,False
9 (19).jpg,No Impairment,No Impairment,True
9 (20).jpg,No Impairment,Mild Impairment,False
9 (28).jpg,No Impairment,Moderate Impairment,False
9 (39).jpg,No Impairment,Mild Impairment,False
9 (5).jpg,No Impairment,Moderate Impairment,False
9 (50).jpg,No Impairment,No Impairment,True
9 (57).jpg,No Impairment,No Impairment,True
9 (60).jpg,No Impairment,Mild Impairment,False
9 (62).jpg,No Impairment,No Impairment,True
9 (66).jpg,No Impairment,Mild Impairment,False
9 (69).jpg,No Impairment,Mild Impairment,False
9 (7).jpg,No Impairment,No Impairment,True
9 (70).jpg,No Impairment,Mild Impairment,False
9 (71).jpg,No Impairment,Mild Impairment,False
9 (75).jpg,No Impairment,Mild Impairment,False
9 (76).jpg,No Impairment,Mild Impairment,False
9 (77).jpg,No Impairment,No Impairment,True
9 (8).jpg,No Impairment,Moderate Impairment,False
9 (87).jpg,No Impairment,No Impairment,True
9 (9).jpg,No Impairment,Mild Impairment,False
9 (93).jpg,No Impairment,Moderate Impairment,False
9 (95).jpg,No Impairment,Mild Impairment,False
1 (10).jpg,Very Mild Impairment,Mild Impairment,False
1 (13).jpg,Very Mild Impairment,Very Mild Impairment,True
1 (17).jpg,Very Mild Impairment,Moderate Impairment,False
1 (2).jpg,Very Mild Impairment,Mild Impairment,False
1 (21).jpg,Very Mild Impairment,Mild Impairment,False
1 (22).jpg,Very Mild Impairment,Mild Impairment,False
1 (24).jpg,Very Mild Impairment,Very Mild Impairment,True
1 (35).jpg,Very Mild Impairment,Mild Impairment,False
1 (37).jpg,Very Mild Impairment,Mild Impairment,False
1 (4).jpg,Very Mild Impairment,Mild Impairment,False
1 (41).jpg,Very Mild Impairment,Mild Impairment,False
1 (45).jpg,Very Mild Impairment,Mild Impairment,False
1 (51).jpg,Very Mild Impairment,Mild Impairment,False
1 (52).jpg,Very Mild Impairment,Mild Impairment,False
1 (59).jpg,Very Mild Impairment,Very Mild Impairment,True
1 (8).jpg,Very Mild Impairment,Very Mild Impairment,True
1 (9).jpg,Very Mild Impairment,Mild Impairment,False
10 (16).jpg,Very Mild Impairment,Mild Impairment,False
10 (20).jpg,Very Mild Impairment,No Impairment,False
10 (21).jpg,Very Mild Impairment,Moderate Impairment,False
10 (24).jpg,Very Mild Impairment,Mild Impairment,False
10 (27).jpg,Very Mild Impairment,Mild Impairment,False
10 (44).jpg,Very Mild Impairment,No Impairment,False
10 (48).jpg,Very Mild Impairment,Mild Impairment,False
10 (49).jpg,Very Mild Impairment,Moderate Impairment,False
10 (51).jpg,Very Mild Impairment,Mild Impairment,False
10 (52).jpg,Very Mild Impairment,Very Mild Impairment,True
10 (54).jpg,Very Mild Impairment,No Impairment,False
11 (17).jpg,Very Mild Impairment,Very Mild Impairment,True
11 (2).jpg,Very Mild Impairment,Mild Impairment,False
11 (27).jpg,Very Mild Impairment,Mild Impairment,False
11 (3).jpg,Very Mild Impairment,No Impairment,False
11 (33).jpg,Very Mild Impairment,Mild Impairment,False
11 (38).jpg,Very Mild Impairment,Mild Impairment,False
11 (4).jpg,Very Mild Impairment,Mild Impairment,False
11 (44).jpg,Very Mild Impairment,Very Mild Impairment,True
11 (46).jpg,Very Mild Impairment,Moderate Impairment,False
11 (51).jpg,Very Mild Impairment,Mild Impairment,False
11 (52).jpg,Very Mild Impairment,Mild Impairment,False
11 (59).jpg,Very Mild Impairment,Mild Impairment,False
11 (65).jpg,Very Mild Impairment,Mild Impairment,False
11 (69).jpg,Very Mild Impairment,No Impairment,False
12 (13).jpg,Very Mild Impairment,Very Mild Impairment,True
12 (15).jpg,Very Mild Impairment,No Impairment,False
12 (22).jpg,Very Mild Impairment,Mild Impairment,False
12 (23).jpg,Very Mild Impairment,Very Mild Impairment,True
12 (27).jpg,Very Mild Impairment,Mild Impairment,False
12 (31).jpg,Very Mild Impairment,No Impairment,False
12 (36).jpg,Very Mild Impairment,No Impairment,False
12 (47).jpg,Very Mild Impairment,No Impairment,False
12 (54).jpg,Very Mild Impairment,No Impairment,False
12 (60).jpg,Very Mild Impairment,Very Mild Impairment,True
13 (10).jpg,Very Mild Impairment,No Impairment,False
13 (12).jpg,Very Mild Impairment,No Impairment,False
13 (14).jpg,Very Mild Impairment,Mild Impairment,False
13 (27).jpg,Very Mild Impairment,Very Mild Impairment,True
13 (39).jpg,Very Mild Impairment,Mild Impairment,False
13 (45).jpg,Very Mild Impairment,Mild Impairment,False
13 (5).jpg,Very Mild Impairment,Mild Impairment,False
13 (56).jpg,Very Mild Impairment,Moderate Impairment,False
13 (58).jpg,Very Mild Impairment,Very Mild Impairment,True
13 (59).jpg,Very Mild Impairment,Moderate Impairment,False
13 (6).jpg,Very Mild Impairment,No Impairment,False
13 (63).jpg,Very Mild Impairment,Mild Impairment,False
13 (70).jpg,Very Mild Impairment,Very Mild Impairment,True
13 (8).jpg,Very Mild Impairment,No Impairment,False
14 (10).jpg,Very Mild Impairment,No Impairment,False
14 (14).jpg,Very Mild Impairment,Mild Impairment,False
14 (22).jpg,Very Mild Impairment,Mild Impairment,False
14 (3).jpg,Very Mild Impairment,No Impairment,False
14 (38).jpg,Very Mild Impairment,Mild Impairment,False
14 (40).jpg,Very Mild Impairment,Moderate Impairment,False
14 (41).jpg,Very Mild Impairment,Very Mild Impairment,True
14 (53).jpg,Very Mild Impairment,Very Mild Impairment,True
14 (59).jpg,Very Mild Impairment,Moderate Impairment,False
14 (60).jpg,Very Mild Impairment,No Impairment,False
14 (62).jpg,Very Mild Impairment,Mild Impairment,False
14 (69).jpg,Very Mild Impairment,Mild Impairment,False
14 (70).jpg,Very Mild Impairment,Very Mild Impairment,True
14 (9).jpg,Very Mild Impairment,Mild Impairment,False
15 (10).jpg,Very Mild Impairment,No Impairment,False
15 (17).jpg,Very Mild Impairment,No Impairment,False
15 (18).jpg,Very Mild Impairment,Moderate Impairment,False
15 (20).jpg,Very Mild Impairment,Very Mild Impairment,True
15 (31).jpg,Very Mild Impairment,No Impairment,False
15 (35).jpg,Very Mild Impairment,No Impairment,False
15 (51).jpg,Very Mild Impairment,Mild Impairment,False
15 (52).jpg,Very Mild Impairment,Very Mild Impairment,True
15 (53).jpg,Very Mild Impairment,Very Mild Impairment,True
15 (56).jpg,Very Mild Impairment,No Impairment,False
15 (70).jpg,Very Mild Impairment,No Impairment,False
16 (15).jpg,Very Mild Impairment,No Impairment,False
16 (24).jpg,Very Mild Impairment,Very Mild Impairment,True
16 (28).jpg,Very Mild Impairment,Mild Impairment,False
16 (29).jpg,Very Mild Impairment,Mild Impairment,False
16 (3).jpg,Very Mild Impairment,No Impairment,False
16 (4).jpg,Very Mild Impairment,Mild Impairment,False
16 (50).jpg,Very Mild Impairment,Mild Impairment,False
16 (59).jpg,Very Mild Impairment,No Impairment,False
16 (61).jpg,Very Mild Impairment,No Impairment,False
16 (62).jpg,Very Mild Impairment,Mild Impairment,False
16 (63).jpg,Very Mild Impairment,Mild Impairment,False
16 (65).jpg,Very Mild Impairment,Moderate Impairment,False
16 (70).jpg,Very Mild Impairment,Mild Impairment,False
17 (16).jpg,Very Mild Impairment,No Impairment,False
17 (18).jpg,Very Mild Impairment,Moderate Impairment,False
17 (22).jpg,Very Mild Impairment,Mild Impairment,False
17 (3).jpg,Very Mild Impairment,No Impairment,False
17 (45).jpg,Very Mild Impairment,Very Mild Impairment,True
17 (47).jpg,Very Mild Impairment,Mild Impairment,False
17 (49).jpg,Very Mild Impairment,Very Mild Impairment,True
17 (65).jpg,Very Mild Impairment,Very Mild Impairment,True
17 (66).jpg,Very Mild Impairment,Very Mild Impairment,True
17 (68).jpg,Very Mild Impairment,Moderate Impairment,False
17 (69).jpg,Very Mild Impairment,Very Mild Impairment,True
17 (7).jpg,Very Mild Impairment,No Impairment,False
18 (14).jpg,Very Mild Impairment,Mild Impairment,False
18 (16).jpg,Very Mild Impairment,Very Mild Impairment,True
18 (20).jpg,Very Mild Impairment,Mild Impairment,False
18 (25).jpg,Very Mild Impairment,Mild Impairment,False
18 (28).jpg,Very Mild Impairment,Very Mild Impairment,True
18 (30).jpg,Very Mild Impairment,No Impairment,False
18 (36).jpg,Very Mild Impairment,Very Mild Impairment,True
18 (4).jpg,Very Mild Impairment,Mild Impairment,False
18 (41).jpg,Very Mild Impairment,Very Mild Impairment,True
18 (43).jpg,Very Mild Impairment,Mild Impairment,False
18 (44).jpg,Very Mild Impairment,No Impairment,False
18 (45).jpg,Very Mild Impairment,Very Mild Impairment,True
18 (55).jpg,Very Mild Impairment,No Impairment,False
18 (61).jpg,Very Mild Impairment,No Impairment,False
18 (63).jpg,Very Mild Impairment,Mild Impairment,False
18 (66).jpg,Very Mild Impairment,Mild Impairment,False
18 (7).jpg,Very Mild Impairment,No Impairment,False
18 (70).jpg,Very Mild Impairment,No Impairment,False
19 (13).jpg,Very Mild Impairment,Very Mild Impairment,True
19 (17).jpg,Very Mild Impairment,No Impairment,False
19 (21).jpg,Very Mild Impairment,Very Mild Impairment,True
19 (24).jpg,Very Mild Impairment,Mild Impairment,False
19 (28).jpg,Very Mild Impairment,Very Mild Impairment,True
19 (32).jpg,Very Mild Impairment,No Impairment,False
19 (40).jpg,Very Mild Impairment,Mild Impairment,False
19 (41).jpg,Very Mild Impairment,Very Mild Impairment,True
19 (52).jpg,Very Mild Impairment,Very Mild Impairment,True
19 (6).jpg,Very Mild Impairment,No Impairment,False
19 (61).jpg,Very Mild Impairment,No Impairment,False
19 (7).jpg,Very Mild Impairment,No Impairment,False
2 (15).jpg,Very Mild Impairment,Mild Impairment,False
2 (16).jpg,Very Mild Impairment,Mild Impairment,False
2 (17).jpg,Very Mild Impairment,Moderate Impairment,False
2 (19).jpg,Very Mild Impairment,Mild Impairment,False
2 (23).jpg,Very Mild Impairment,Mild Impairment,False
2 (24).jpg,Very Mild Impairment,Moderate Impairment,False
2 (3).jpg,Very Mild Impairment,No Impairment,False
2 (31).jpg,Very Mild Impairment,Very Mild Impairment,True
2 (34).jpg,Very Mild Impairment,Mild Impairment,False
2 (36).jpg,Very Mild Impairment,Moderate Impairment,False
2 (54).jpg,Very Mild Impairment,Mild Impairment,False
2 (58).jpg,Very Mild Impairment,Very Mild Impairment,True
2 (59).jpg,Very Mild Impairment,Very Mild Impairment,True
2 (64).jpg,Very Mild Impairment,Mild Impairment,False
2 (66).jpg,Very Mild Impairment,Very Mild Impairment,True
2.jpg,Very Mild Impairment,Mild Impairment,False
20 (14).jpg,Very Mild Impairment,No Impairment,False
20 (15).jpg,Very Mild Impairment,No Impairment,False
20 (19).jpg,Very Mild Impairment,Mild Impairment,False
20 (22).jpg,Very Mild Impairment,Mild Impairment,False
20 (27).jpg,Very Mild Impairment,No Impairment,False
20 (30).jpg,Very Mild Impairment,No Impairment,False
20 (32).jpg,Very Mild Impairment,Mild Impairment,False
20 (4).jpg,Very Mild Impairment,Mild Impairment,False
20 (44).jpg,Very Mild Impairment,No Impairment,False
20 (45).jpg,Very Mild Impairment,Moderate Impairment,False
20 (49).jpg,Very Mild Impairment,No Impairment,False
20 (5).jpg,Very Mild Impairment,No Impairment,False
20 (51).jpg,Very Mild Impairment,Very Mild Impairment,True
20 (55).jpg,Very Mild Impairment,No Impairment,False
20 (56).jpg,Very Mild Impairment,No Impairment,False
20 (6).jpg,Very Mild Impairment,No Impairment,False
20 (63).jpg,Very Mild Impairment,No Impairment,False
20 (65).jpg,Very Mild Impairment,Moderate Impairment,False
20 (67).jpg,Very Mild Impairment,Very Mild Impairment,True
20 (69).jpg,Very Mild Impairment,No Impairment,False
20 (8).jpg,Very Mild Impairment,No Impairment,False
21 (10).jpg,Very Mild Impairment,No Impairment,False
21 (18).jpg,Very Mild Impairment,Very Mild Impairment,True
21 (20).jpg,Very Mild Impairment,No Impairment,False
21 (42).jpg,Very Mild Impairment,Moderate Impairment,False
21 (43).jpg,Very Mild Impairment,Mild Impairment,False
21 (54).jpg,Very Mild Impairment,No Impairment,False
21 (66).jpg,Very Mild Impairment,Mild Impairment,False
21 (69).jpg,Very Mild Impairment,Very Mild Impairment,True
22 (16).jpg,Very Mild Impairment,No Impairment,False
22 (17).jpg,Very Mild Impairment,No Impairment,False
22 (21).jpg,Very Mild Impairment,No Impairment,False
22 (31).jpg,Very Mild Impairment,No Impairment,False
22 (34).jpg,Very Mild Impairment,No Impairment,False
22 (37).jpg,Very Mild Impairment,No Impairment,False
22 (4).jpg,Very Mild Impairment,No Impairment,False
22 (46).jpg,Very Mild Impairment,Mild Impairment,False
22 (50).jpg,Very Mild Impairment,No Impairment,False
22 (55).jpg,Very Mild Impairment,No Impairment,False
22.jpg,Very Mild Impairment,Mild Impairment,False
23 (10).jpg,Very Mild Impairment,No Impairment,False
23 (11).jpg,Very Mild Impairment,No Impairment,False
23 (18).jpg,Very Mild Impairment,Mild Impairment,False
23 (19).jpg,Very Mild Impairment,Mild Impairment,False
23 (3).jpg,Very Mild Impairment,No Impairment,False
23 (30).jpg,Very Mild Impairment,No Impairment,False
23 (40).jpg,Very Mild Impairment,Mild Impairment,False
23 (41).jpg,Very Mild Impairment,No Impairment,False
23 (57).jpg,Very Mild Impairment,Very Mild Impairment,True
23 (6).jpg,Very Mild Impairment,No Impairment,False
23 (64).jpg,Very Mild Impairment,No Impairment,False
23 (67).jpg,Very Mild Impairment,Mild Impairment,False
23 (69).jpg,Very Mild Impairment,No Impairment,False
23 (8).jpg,Very Mild Impairment,No Impairment,False
24 (13).jpg,Very Mild Impairment,Very Mild Impairment,True
24 (14).jpg,Very Mild Impairment,No Impairment,False
24 (16).jpg,Very Mild Impairment,No Impairment,False
24 (17).jpg,Very Mild Impairment,No Impairment,False
24 (18).jpg,Very Mild Impairment,Very Mild Impairment,True
24 (19).jpg,Very Mild Impairment,Mild Impairment,False
24 (26).jpg,Very Mild Impairment,No Impairment,False
24 (30).jpg,Very Mild Impairment,No Impairment,False
24 (35).jpg,Very Mild Impairment,Mild Impairment,False
24 (40).jpg,Very Mild Impairment,Mild Impairment,False
24 (44).jpg,Very Mild Impairment,No Impairment,False
24 (51).jpg,Very Mild Impairment,Very Mild Impairment,True
24 (68).jpg,Very Mild Impairment,Mild Impairment,False
24 (7).jpg,Very Mild Impairment,No Impairment,False
25 (11).jpg,Very Mild Impairment,No Impairment,False
25 (14).jpg,Very Mild Impairment,No Impairment,False
25 (18).jpg,Very Mild Impairment,No Impairment,False
25 (20).jpg,Very Mild Impairment,No Impairment,False
25 (27).jpg,Very Mild Impairment,Very Mild Impairment,True
25 (28).jpg,Very Mild Impairment,Mild Impairment,False
25 (29).jpg,Very Mild Impairment,No Impairment,False
25 (37).jpg,Very Mild Impairment,Mild Impairment,False
25 (4).jpg,Very Mild Impairment,Very Mild Impairment,True
25 (41).jpg,Very Mild Impairment,Very Mild Impairment,True
25 (43).jpg,Very Mild Impairment,No Impairment,False
25 (44).jpg,Very Mild Impairment,No Impairment,False
25 (45).jpg,Very Mild Impairment,Moderate Impairment,False
25 (47).jpg,Very Mild Impairment,No Impairment,False
25 (48).jpg,Very Mild Impairment,No Impairment,False
25 (50).jpg,Very Mild Impairment,No Impairment,False
25 (57).jpg,Very Mild Impairment,No Impairment,False
25 (58).jpg,Very Mild Impairment,No Impairment,False
25 (59).jpg,Very Mild Impairment,No Impairment,False
25 (66).jpg,Very Mild Impairment,Very Mild Impairment,True
25 (69).jpg,Very Mild Impairment,Very Mild Impairment,True
25 (7).jpg,Very Mild Impairment,No Impairment,False
25 (70).jpg,Very Mild Impairment,Very Mild Impairment,True
26 (13).jpg,Very Mild Impairment,No Impairment,False
26 (14).jpg,Very Mild Impairment,No Impairment,False
26 (2).jpg,Very Mild Impairment,No Impairment,False
26 (24).jpg,Very Mild Impairment,Mild Impairment,False
26 (28).jpg,Very Mild Impairment,No Impairment,False
26 (34).jpg,Very Mild Impairment,Mild Impairment,False
26 (44).jpg,Very Mild Impairment,Very Mild Impairment,True
26 (47).jpg,Very Mild Impairment,Very Mild Impairment,True
26 (59).jpg,Very Mild Impairment,No Impairment,False
26 (64).jpg,Very Mild Impairment,Very Mild Impairment,True
26 (66).jpg,Very Mild Impairment,Mild Impairment,False
26 (67).jpg,Very Mild Impairment,Moderate Impairment,False
27 (10).jpg,Very Mild Impairment,No Impairment,False
27 (13).jpg,Very Mild Impairment,No Impairment,False
27 (15).jpg,Very Mild Impairment,Very Mild Impairment,True
27 (21).jpg,Very Mild Impairment,No Impairment,False
27 (23).jpg,Very Mild Impairment,No Impairment,False
27 (27).jpg,Very Mild Impairment,Mild Impairment,False
27 (3).jpg,Very Mild Impairment,No Impairment,False
27 (31).jpg,Very Mild Impairment,Very Mild Impairment,True
27 (36).jpg,Very Mild Impairment,Mild Impairment,False
27 (39).jpg,Very Mild Impairment,Very Mild Impairment,True
27 (47).jpg,Very Mild Impairment,Mild Impairment,False
27 (52).jpg,Very Mild Impairment,No Impairment,False
27 (62).jpg,Very Mild Impairment,No Impairment,False
27 (64).jpg,Very Mild Impairment,Very Mild Impairment,True
28 (25).jpg,Very Mild Impairment,No Impairment,False
28 (26).jpg,Very Mild Impairment,Mild Impairment,False
28 (32).jpg,Very Mild Impairment,No Impairment,False
28 (46).jpg,Very Mild Impairment,Moderate Impairment,False
28 (51).jpg,Very Mild Impairment,Mild Impairment,False
28 (60).jpg,Very Mild Impairment,No Impairment,False
28 (63).jpg,Very Mild Impairment,No Impairment,False
28 (64).jpg,Very Mild Impairment,Moderate Impairment,False
28 (69).jpg,Very Mild Impairment,Very Mild Impairment,True
28 (9).jpg,Very Mild Impairment,No Impairment,False
29 (20).jpg,Very Mild Impairment,Mild Impairment,False
29 (22).jpg,Very Mild Impairment,Very Mild Impairment,True
29 (25).jpg,Very Mild Impairment,Very Mild Impairment,True
29 (37).jpg,Very Mild Impairment,Mild Impairment,False
29 (53).jpg,Very Mild Impairment,Mild Impairment,False
29 (61).jpg,Very Mild Impairment,No Impairment,False
29 (63).jpg,Very Mild Impairment,No Impairment,False
29 (64).jpg,Very Mild Impairment,Moderate Impairment,False
29 (69).jpg,Very Mild Impairment,No Impairment,False
29 (8).jpg,Very Mild Impairment,Mild Impairment,False
29 (9).jpg,Very Mild Impairment,No Impairment,False
3 (13).jpg,Very Mild Impairment,Very Mild Impairment,True
3 (16).jpg,Very Mild Impairment,Mild Impairment,False
3 (31).jpg,Very Mild Impairment,Very Mild Impairment,True
3 (33).jpg,Very Mild Impairment,No Impairment,False
3 (36).jpg,Very Mild Impairment,Moderate Impairment,False
3 (40).jpg,Very Mild Impairment,Mild Impairment,False
3 (47).jpg,Very Mild Impairment,Very Mild Impairment,True
3 (49).jpg,Very Mild Impairment,Mild Impairment,False
3 (51).jpg,Very Mild Impairment,Mild Impairment,False
3 (58).jpg,Very Mild Impairment,Very Mild Impairment,True
3 (59).jpg,Very Mild Impairment,Very Mild Impairment,True
3 (64).jpg,Very Mild Impairment,No Impairment,False
3 (66).jpg,Very Mild Impairment,Moderate Impairment,False
30 (10).jpg,Very Mild Impairment,No Impairment,False
30 (11).jpg,Very Mild Impairment,No Impairment,False
30 (12).jpg,Very Mild Impairment,No Impairment,False
30 (13).jpg,Very Mild Impairment,No Impairment,False
30 (14).jpg,Very Mild Impairment,Mild Impairment,False
30 (22).jpg,Very Mild Impairment,Mild Impairment,False
30 (23).jpg,Very Mild Impairment,No Impairment,False
30 (26).jpg,Very Mild Impairment,Mild Impairment,False
30 (27).jpg,Very Mild Impairment,No Impairment,False
30 (37).jpg,Very Mild Impairment,Mild Impairment,False
30 (39).jpg,Very Mild Impairment,Mild Impairment,False
30 (43).jpg,Very Mild Impairment,Moderate Impairment,False
30 (45).jpg,Very Mild Impairment,Very Mild Impairment,True
30 (47).jpg,Very Mild Impairment,Very Mild Impairment,True
30 (51).jpg,Very Mild Impairment,Mild Impairment,False
30 (56).jpg,Very Mild Impairment,Mild Impairment,False
30 (60).jpg,Very Mild Impairment,No Impairment,False
30 (62).jpg,Very Mild Impairment,Mild Impairment,False
30 (69).jpg,Very Mild Impairment,No Impairment,False
30 (7).jpg,Very Mild Impairment,Mild Impairment,False
31 (12).jpg,Very Mild Impairment,No Impairment,False
31 (27).jpg,Very Mild Impairment,Mild Impairment,False
31 (35).jpg,Very Mild Impairment,No Impairment,False
31 (4).jpg,Very Mild Impairment,Mild Impairment,False
31 (45).jpg,Very Mild Impairment,No Impairment,False
31 (52).jpg,Very Mild Impairment,No Impairment,False
31 (56).jpg,Very Mild Impairment,Mild Impairment,False
31 (70).jpg,Very Mild Impairment,Very Mild Impairment,True
32 (10).jpg,Very Mild Impairment,No Impairment,False
32 (13).jpg,Very Mild Impairment,No Impairment,False
32 (18).jpg,Very Mild Impairment,No Impairment,False
32 (20).jpg,Very Mild Impairment,Very Mild Impairment,True
32 (27).jpg,Very Mild Impairment,No Impairment,False
32 (28).jpg,Very Mild Impairment,Mild Impairment,False
32 (31).jpg,Very Mild Impairment,Very Mild Impairment,True
32 (34).jpg,Very Mild Impairment,No Impairment,False
32 (36).jpg,Very Mild Impairment,Mild Impairment,False
32 (38).jpg,Very Mild Impairment,No Impairment,False
32 (49).jpg,Very Mild Impairment,No Impairment,False
32 (52).jpg,Very Mild Impairment,No Impairment,False
32 (56).jpg,Very Mild Impairment,Mild Impairment,False
32 (60).jpg,Very Mild Impairment,No Impairment,False
32 (64).jpg,Very Mild Impairment,Very Mild Impairment,True
32 (69).jpg,Very Mild Impairment,Mild Impairment,False
32 (9).jpg,Very Mild Impairment,Very Mild Impairment,True
4 (15).jpg,Very Mild Impairment,Mild Impairment,False
4 (16).jpg,Very Mild Impairment,Moderate Impairment,False
4 (17).jpg,Very Mild Impairment,Mild Impairment,False
4 (21).jpg,Very Mild Impairment,Moderate Impairment,False
4 (22).jpg,Very Mild Impairment,Very Mild Impairment,True
4 (25).jpg,Very Mild Impairment,Very Mild Impairment,True
4 (3).jpg,Very Mild Impairment,No Impairment,False
4 (31).jpg,Very Mild Impairment,Very Mild Impairment,True
4 (39).jpg,Very Mild Impairment,Moderate Impairment,False
4 (41).jpg,Very Mild Impairment,Mild Impairment,False
4 (44).jpg,Very Mild Impairment,Mild Impairment,False
4 (48).jpg,Very Mild Impairment,Mild Impairment,False
4 (58).jpg,Very Mild Impairment,Very Mild Impairment,True
4 (6).jpg,Very Mild Impairment,No Impairment,False
4 (66).jpg,Very Mild Impairment,Moderate Impairment,False
4 (68).jpg,Very Mild Impairment,Moderate Impairment,False
4 (8).jpg,Very Mild Impairment,Moderate Impairment,False
4 (9).jpg,Very Mild Impairment,Moderate Impairment,False
5 (12).jpg,Very Mild Impairment,No Impairment,False
5 (25).jpg,Very Mild Impairment,Very Mild Impairment,True
5 (28).jpg,Very Mild Impairment,Very Mild Impairment,True
5 (29).jpg,Very Mild Impairment,Moderate Impairment,False
5 (32).jpg,Very Mild Impairment,Very Mild Impairment,True
5 (44).jpg,Very Mild Impairment,Very Mild Impairment,True
5 (49).jpg,Very Mild Impairment,No Impairment,False
5 (54).jpg,Very Mild Impairment,Moderate Impairment,False
5 (64).jpg,Very Mild Impairment,No Impairment,False
5 (67).jpg,Very Mild Impairment,Very Mild Impairment,True
5 (9).jpg,Very Mild Impairment,Mild Impairment,False
6 (3).jpg,Very Mild Impairment,Very Mild Impairment,True
6 (30).jpg,Very Mild Impairment,Mild Impairment,False
6 (40).jpg,Very Mild Impairment,Mild Impairment,False
6 (46).jpg,Very Mild Impairment,Mild Impairment,False
6 (53).jpg,Very Mild Impairment,Moderate Impairment,False
6 (54).jpg,Very Mild Impairment,Moderate Impairment,False
6 (58).jpg,Very Mild Impairment,Very Mild Impairment,True
6 (59).jpg,Very Mild Impairment,Very Mild Impairment,True
6 (60).jpg,Very Mild Impairment,Mild Impairment,False
6 (61).jpg,Very Mild Impairment,Very Mild Impairment,True
6 (63).jpg,Very Mild Impairment,Moderate Impairment,False
6 (65).jpg,Very Mild Impairment,Moderate Impairment,False
6 (69).jpg,Very Mild Impairment,Moderate Impairment,False
6 (9).jpg,Very Mild Impairment,Mild Impairment,False
7 (11).jpg,Very Mild Impairment,No Impairment,False
7 (14).jpg,Very Mild Impairment,Moderate Impairment,False
7 (15).jpg,Very Mild Impairment,Mild Impairment,False
7 (19).jpg,Very Mild Impairment,Moderate Impairment,False
7 (22).jpg,Very Mild Impairment,Very Mild Impairment,True
7 (23).jpg,Very Mild Impairment,No Impairment,False
7 (29).jpg,Very Mild Impairment,Very Mild Impairment,True
7 (3).jpg,Very Mild Impairment,No Impairment,False
7 (31).jpg,Very Mild Impairment,Moderate Impairment,False
7 (32).jpg,Very Mild Impairment,No Impairment,False
7 (39).jpg,Very Mild Impairment,Mild Impairment,False
7 (47).jpg,Very Mild Impairment,Moderate Impairment,False
7 (52).jpg,Very Mild Impairment,Mild Impairment,False
7 (60).jpg,Very Mild Impairment,No Impairment,False
7 (7).jpg,Very Mild Impairment,Mild Impairment,False
8 (14).jpg,Very Mild Impairment,Mild Impairment,False
8 (16).jpg,Very Mild Impairment,Very Mild Impairment,True
8 (18).jpg,Very Mild Impairment,Very Mild Impairment,True
8 (19).jpg,Very Mild Impairment,Moderate Impairment,False
8 (2).jpg,Very Mild Impairment,Mild Impairment,False
8 (24).jpg,Very Mild Impairment,Mild Impairment,False
8 (26).jpg,Very Mild Impairment,No Impairment,False
8 (28).jpg,Very Mild Impairment,No Impairment,False
8 (3).jpg,Very Mild Impairment,No Impairment,False
8 (40).jpg,Very Mild Impairment,Mild Impairment,False
8 (55).jpg,Very Mild Impairment,Very Mild Impairment,True
8 (57).jpg,Very Mild Impairment,Mild Impairment,False
